Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
10/20/2001,Louisiana Tech,41,25,152,52,27,381,5,1,Auburn,48,40,173,48,28,381,4,0
10/20/2001,Marshall,42,33,163,46,31,484,0,0,Central Michigan,21,53,261,34,16,222,1,0
10/20/2001,Maryland,59,54,362,36,28,335,1,2,Duke,17,35,133,32,13,163,3,1
10/20/2001,Memphis,11,31,72,27,16,159,0,0,East Carolina,32,57,205,26,20,268,0,0
10/20/2001,Miami-Ohio,36,39,62,37,24,322,0,0,Ohio,24,57,281,12,3,22,0,3
10/20/2001,Michigan State,19,37,121,47,27,351,1,1,Minnesota,28,42,322,24,11,124,0,0
10/20/2001,Mid Tennessee St,17,30,199,29,13,129,1,1,Mississippi,45,50,221,31,25,257,0,1
10/20/2001,Minnesota,28,42,322,24,11,124,0,0,Michigan State,19,37,121,47,27,351,1,1
10/20/2001,Mississippi,45,50,221,31,25,257,0,1,Mid Tennessee St,17,30,199,29,13,129,1,1
10/20/2001,Mississippi State,0,34,74,42,18,248,3,1,Louisiana State,42,37,138,29,18,280,0,0
10/20/2001,Missouri,38,47,231,32,19,246,2,0,Kansas,34,34,102,25,13,242,0,0
10/20/2001,Navy,17,52,254,22,9,125,1,2,Rutgers,23,45,206,20,13,327,1,1
10/20/2001,Nebraska,41,56,335,22,10,196,2,0,Texas Tech,31,17,67,64,34,373,1,1
10/20/2001,Nevada-Las Vegas,24,57,255,21,8,173,0,4,Colorado State,26,41,151,21,9,168,1,2
10/20/2001,Nevada-Reno,30,45,169,45,27,431,1,1,Rice,33,61,404,11,4,77,0,2
10/20/2001,No Carolina State,17,26,41,32,20,223,2,1,Georgia Tech,27,43,124,39,24,256,0,1
10/20/2001,North Carolina,38,54,219,18,14,206,0,0,Clemson,3,28,65,46,14,144,2,0
10/20/2001,North Texas,45,49,134,10,6,143,0,1,Arkansas State,0,32,67,21,9,90,2,1
10/20/2001,Northern Illinois,20,56,171,18,10,147,0,2,Western Michigan,12,30,105,32,15,170,4,0
10/20/2001,Northwestern,35,45,229,40,23,298,0,1,Penn State,38,44,213,47,25,288,0,0
10/20/2001,Notre Dame,27,53,208,14,10,138,0,3,Southern Cal,16,33,60,30,19,230,2,1
10/20/2001,Ohio,24,57,281,12,3,22,0,3,Miami-Ohio,36,39,62,37,24,322,0,0
10/20/2001,Ohio State,27,40,136,32,15,198,1,0,San Diego State,12,37,117,32,15,202,4,1
10/20/2001,Oklahoma,33,39,60,44,32,343,0,1,Baylor,17,35,106,30,11,138,1,0
10/20/2001,Oklahoma State,14,18,42,39,24,234,1,0,Iowa State,28,58,285,19,16,150,0,0
10/20/2001,Oregon,42,25,145,42,22,270,2,0,Stanford,49,46,140,38,19,330,0,1
10/20/2001,Oregon State,24,32,79,39,23,238,0,1,Arizona State,41,44,314,27,9,208,1,1
10/20/2001,Penn State,38,44,213,47,25,288,0,0,Northwestern,35,45,229,40,23,298,0,1
10/20/2001,Pittsburgh,7,32,122,35,14,108,2,0,Boston College,45,54,257,21,14,241,0,1
10/20/2001,Rice,33,61,404,11,4,77,0,2,Nevada-Reno,30,45,169,45,27,431,1,1
10/20/2001,Rutgers,23,45,206,20,13,327,1,1,Navy,17,52,254,22,9,125,1,2
10/20/2001,San Diego State,12,37,117,32,15,202,4,1,Ohio State,27,40,136,32,15,198,1,0
10/20/2001,San Jose State,40,48,148,37,20,366,3,1,Texas-El Paso,28,27,93,37,21,358,1,4
10/20/2001,South Carolina,46,63,356,27,17,300,1,0,Vanderbilt,14,28,68,20,7,126,2,0
10/20/2001,South Florida,42,33,97,54,41,332,1,1,Southern Utah,12,38,80,13,5,53,0,0
10/20/2001,Southern Cal,16,33,60,30,19,230,2,1,Notre Dame,27,53,208,14,10,138,0,3
10/20/2001,Stanford,49,46,140,38,19,330,0,1,Oregon,42,25,145,42,22,270,2,0
10/20/2001,Syracuse,45,47,163,21,12,308,0,1,Temple,3,40,74,22,11,111,1,1
10/20/2001,Temple,3,40,74,22,11,111,1,1,Syracuse,45,47,163,21,12,308,0,1
10/20/2001,Tennessee,35,45,187,28,21,293,0,0,Alabama,24,31,163,23,10,165,0,0
10/20/2001,Texas,41,40,161,33,21,264,0,0,Colorado,7,32,124,28,15,165,1,3
10/20/2001,Texas A & M,31,32,51,20,11,138,0,0,Kansas State,24,61,258,24,12,100,1,2
10/20/2001,Texas Christian,38,50,212,29,21,273,0,0,Army,20,32,97,27,14,230,0,1
10/20/2001,Texas Tech,31,17,67,64,34,373,1,1,Nebraska,41,56,335,22,10,196,2,0
10/20/2001,Texas-El Paso,28,27,93,37,21,358,1,4,San Jose State,40,48,148,37,20,366,3,1
10/20/2001,Toledo,20,29,70,44,27,270,1,2,Ball State,24,34,44,35,20,222,3,0
10/20/2001,Troy State,44,36,184,37,22,339,0,2,Northridge State,31,32,81,47,27,378,1,0
10/20/2001,Tulane,27,22,8,40,23,197,1,0,Alabama-Birmingham,34,68,307,18,6,76,2,2
10/20/2001,Tulsa,15,37,142,35,17,165,0,1,Hawaii,36,33,61,39,26,333,0,0
10/20/2001,U.C.L.A.,56,38,228,19,15,303,0,0,California,17,32,103,47,20,225,1,0
10/20/2001,UL-Lafayette,54,50,234,35,27,407,1,0,Idaho,37,34,117,42,27,410,2,2
10/20/2001,UL-Monroe,6,26,68,32,17,176,3,1,Central Florida,38,21,50,39,28,335,1,1
10/20/2001,Utah,35,45,190,25,17,275,2,0,Wyoming,0,25,33,33,18,117,1,0
10/20/2001,Utah State,28,37,156,36,20,222,2,1,Idaho State,27,43,116,34,17,249,3,0
10/20/2001,Vanderbilt,14,28,68,20,7,126,2,0,South Carolina,46,63,356,27,17,300,1,0
10/20/2001,Virginia,7,19,34,39,19,167,3,2,Florida State,43,58,303,25,14,230,2,1
10/20/2001,Washington,31,27,59,50,30,479,4,1,Arizona,28,44,199,28,16,195,1,1
10/20/2001,Western Michigan,12,30,105,32,15,170,4,0,Northern Illinois,20,56,171,18,10,147,0,2
10/20/2001,Wisconsin,35,27,126,29,14,205,0,0,Illinois,42,48,169,45,24,401,1,1
10/20/2001,Wyoming,0,25,33,33,18,117,1,0,Utah,35,45,190,25,17,275,2,0
10/25/2001,Miami-Florida,45,35,212,32,19,224,1,1,West Virginia,3,55,193,21,9,72,4,2
10/25/2001,West Virginia,3,55,193,21,9,72,4,2,Miami-Florida,45,35,212,32,19,224,1,1
10/26/2001,Fresno State,34,33,68,45,28,400,1,2,Hawaii,38,18,30,54,31,350,2,0
10/26/2001,Hawaii,38,18,30,54,31,350,2,0,Fresno State,34,33,68,45,28,400,1,2
10/27/2001,Air Force,33,30,112,16,8,166,2,1,New Mexico,52,57,296,41,20,324,2,1
10/27/2001,Akron,33,51,251,37,24,272,1,0,Marshall,50,36,292,39,25,434,0,1
10/27/2001,Alabama-Birmingham,17,44,114,20,7,61,1,1,Memphis,14,33,94,40,19,185,2,0
10/27/2001,Arizona,34,34,101,43,23,311,4,0,Southern Cal,41,30,64,49,24,248,2,0
10/27/2001,Arizona State,31,37,121,29,17,320,1,1,Washington,33,41,188,36,19,252,1,0
10/27/2001,Arkansas,42,43,148,16,11,149,0,0,Auburn,17,31,238,40,22,254,2,1
10/27/2001,Arkansas State,34,40,152,23,10,169,1,1,Idaho,31,34,125,55,34,406,1,2
10/27/2001,Army,42,52,278,31,18,228,1,1,Tulane,35,46,135,39,25,384,1,3
10/27/2001,Auburn,17,31,238,40,22,254,2,1,Arkansas,42,43,148,16,11,149,0,0
10/27/2001,Ball State,10,45,147,16,10,101,1,1,Connecticut,5,27,52,39,22,189,1,1
10/27/2001,Baylor,19,38,79,40,19,200,4,1,Texas Tech,63,33,194,61,39,324,2,0
10/27/2001,Boise State,49,46,319,17,11,169,0,0,Nevada-Reno,7,29,85,53,30,297,0,1
10/27/2001,Boston College,21,31,199,16,7,155,2,1,Notre Dame,17,59,233,23,12,116,1,1
10/27/2001,Brigham Young,59,37,184,24,19,266,0,2,San Diego State,21,41,285,33,14,130,3,2
10/27/2001,Buffalo,20,34,110,46,20,242,0,0,Eastern Michigan,24,43,225,25,16,155,0,1
10/27/2001,California,10,50,225,32,12,120,1,2,Oregon State,19,32,113,29,16,251,1,1
10/27/2001,Central Florida,27,33,109,49,23,284,1,2,Utah State,30,31,117,34,21,264,1,2
10/27/2001,Central Michigan,24,52,229,40,22,264,1,1,Northern Illinois,33,40,205,33,16,207,1,0
10/27/2001,Cincinnati,13,29,78,46,19,295,3,1,Louisville,28,51,222,28,12,154,0,2
10/27/2001,Clemson,21,41,177,27,16,211,0,1,Wake Forest,14,60,193,16,8,151,2,1
10/27/2001,Colorado,22,48,170,29,20,295,1,0,Oklahoma State,19,29,98,34,18,248,1,0
10/27/2001,Colorado State,19,44,123,24,11,201,0,0,Utah,17,37,228,41,18,214,1,1
10/27/2001,Connecticut,5,27,52,39,22,189,1,1,Ball State,10,45,147,16,10,101,1,1
10/27/2001,Duke,28,57,238,37,20,299,4,1,Vanderbilt,42,40,338,19,9,175,0,2
10/27/2001,Eastern Michigan,24,43,225,25,16,155,0,1,Buffalo,20,34,110,46,20,242,0,0
10/27/2001,Florida,24,38,177,35,27,407,2,2,Georgia,10,36,111,42,25,258,1,1
10/27/2001,Florida State,52,39,134,27,16,363,1,0,Maryland,31,38,214,37,21,214,2,2
10/27/2001,Georgia,10,36,111,42,25,258,1,1,Florida,24,38,177,35,27,407,2,2
10/27/2001,Houston,14,29,102,56,26,254,4,2,Southern Miss,58,35,158,35,22,311,1,2
10/27/2001,Idaho,31,34,125,55,34,406,1,2,Arkansas State,34,40,152,23,10,169,1,1
10/27/2001,Iowa,26,34,65,34,20,235,2,1,Michigan,32,36,63,38,16,233,2,1
10/27/2001,Iowa State,21,34,97,48,30,348,1,0,Texas A & M,24,35,190,21,11,132,1,0
10/27/2001,Kansas,6,31,47,36,16,165,0,0,Kansas State,40,62,349,13,5,101,2,0
10/27/2001,Kansas State,40,62,349,13,5,101,2,0,Kansas,6,31,47,36,16,165,0,0
10/27/2001,Kent State,24,41,205,24,17,176,0,2,Ohio,14,56,262,16,6,79,0,1
10/27/2001,Louisiana State,24,39,188,23,9,183,1,2,Mississippi,35,34,129,44,28,249,1,0
10/27/2001,Louisiana Tech,41,37,104,45,30,384,1,3,Rice,38,57,199,32,17,273,0,1
10/27/2001,Louisville,28,51,222,28,12,154,0,2,Cincinnati,13,29,78,46,19,295,3,1
10/27/2001,Marshall,50,36,292,39,25,434,0,1,Akron,33,51,251,37,24,272,1,0
10/27/2001,Maryland,31,38,214,37,21,214,2,2,Florida State,52,39,134,27,16,363,1,0
10/27/2001,Memphis,14,33,94,40,19,185,2,0,Alabama-Birmingham,17,44,114,20,7,61,1,1
10/27/2001,Miami-Ohio,25,42,154,29,18,215,2,1,Western Michigan,11,34,93,32,9,75,2,0
10/27/2001,Michigan,32,36,63,38,16,233,2,1,Iowa,26,34,65,34,20,235,2,1
10/27/2001,Michigan State,42,39,237,20,13,326,2,0,Wisconsin,28,46,151,37,20,368,3,0
10/27/2001,Mid Tennessee St,39,37,173,42,31,383,1,2,New Mexico State,35,44,183,24,14,206,0,1
10/27/2001,Minnesota,66,48,300,19,16,265,0,0,Murray State,10,43,154,39,20,217,1,2
10/27/2001,Mississippi,35,34,129,44,28,249,1,0,Louisiana State,24,39,188,23,9,183,1,2
10/27/2001,Missouri,16,26,147,28,9,97,1,0,Texas,35,46,192,30,24,229,0,0
10/27/2001,Navy,20,52,285,14,8,113,1,2,Toledo,21,47,238,29,21,282,0,2
10/27/2001,Nebraska,20,44,164,19,11,165,1,0,Oklahoma,10,29,105,50,22,234,2,0
10/27/2001,Nevada-Las Vegas,47,53,439,17,8,129,2,1,Wyoming,26,38,72,60,33,382,1,2
10/27/2001,Nevada-Reno,7,29,85,53,30,297,0,1,Boise State,49,46,319,17,11,169,0,0
10/27/2001,New Mexico,52,57,296,41,20,324,2,1,Air Force,33,30,112,16,8,166,2,1
10/27/2001,New Mexico State,35,44,183,24,14,206,0,1,Mid Tennessee St,39,37,173,42,31,383,1,2
10/27/2001,No Carolina State,24,45,196,30,21,217,1,1,Virginia,0,30,66,29,15,149,0,1
10/27/2001,Northern Illinois,33,42,209,31,14,203,1,0,Central Michigan,24,52,229,40,22,264,1,1
10/27/2001,Northwestern,27,44,123,43,22,235,0,1,Purdue,32,48,172,31,14,190,0,1
10/27/2001,Notre Dame,17,59,233,23,12,116,1,1,Boston College,21,31,199,16,7,155,2,1
10/27/2001,Ohio,14,56,262,16,6,79,0,1,Kent State,24,41,205,24,17,176,0,2
10/27/2001,Ohio State,27,40,203,21,8,209,1,1,Penn State,29,45,251,36,17,280,3,0
10/27/2001,Oklahoma,10,29,105,50,22,234,2,0,Nebraska,20,44,164,19,11,165,1,0
10/27/2001,Oklahoma State,19,29,98,34,18,248,1,0,Colorado,22,48,170,29,20,295,1,1
10/27/2001,Oregon,24,48,446,26,14,119,0,1,Washington State,17,29,82,41,18,312,0,0
10/27/2001,Oregon State,19,32,113,29,16,251,1,1,California,10,50,225,32,12,120,1,2
10/27/2001,Penn State,29,45,251,36,17,280,3,0,Ohio State,27,40,203,21,8,209,1,1
10/27/2001,Pittsburgh,33,30,87,31,18,204,0,4,Temple,7,30,-36,52,27,240,0,3
10/27/2001,Purdue,32,48,172,31,14,190,0,1,Northwestern,27,44,123,43,22,235,0,1
10/27/2001,Rice,38,57,199,32,17,273,0,1,Louisiana Tech,41,37,104,45,30,384,1,2
10/27/2001,San Diego State,21,41,285,33,14,130,3,2,Brigham Young,59,37,184,24,19,266,0,2
10/27/2001,San Jose State,63,41,464,34,22,282,1,1,Tulsa,27,33,171,42,26,196,3,1
10/27/2001,South Carolina,10,33,157,28,14,108,0,1,Tennessee,17,39,87,23,14,211,1,0
10/27/2001,South Florida,68,29,271,40,21,309,1,2,Liberty,37,39,61,65,39,407,3,2
10/27/2001,Southern Cal,41,30,64,49,24,248,2,0,Arizona,34,34,101,43,23,311,4,0
10/27/2001,Southern Methodist,40,49,261,18,13,165,0,2,Texas-El Paso,14,32,46,25,13,136,1,0
10/27/2001,Southern Miss,58,35,158,35,22,311,1,2,Houston,14,29,102,56,26,254,4,2
10/27/2001,Stanford,38,50,213,29,20,250,3,3,U.C.L.A.,28,25,57,44,20,326,2,2
10/27/2001,Syracuse,22,53,168,17,6,52,0,0,Virginia Tech,14,34,90,32,15,162,0,2
10/27/2001,Temple,7,30,-36,52,27,240,0,3,Pittsburgh,33,30,87,31,18,204,0,4
10/27/2001,Tennessee,17,39,87,23,14,211,1,0,South Carolina,10,33,157,28,14,108,0,1
10/27/2001,Texas,35,46,192,30,24,229,0,0,Missouri,16,26,147,28,9,97,1,0
10/27/2001,Texas A & M,24,35,190,21,11,132,1,0,Iowa State,21,34,97,48,30,348,1,0
10/27/2001,Texas Tech,63,33,194,61,39,324,2,0,Baylor,19,38,79,40,19,200,4,1
10/27/2001,Texas-El Paso,14,32,46,25,13,136,1,0,Southern Methodist,40,49,261,18,13,165,0,2
10/27/2001,Toledo,21,45,234,31,23,286,0,2,Navy,20,52,285,14,8,113,1,2
10/27/2001,Troy State,20,35,24,23,13,135,1,2,Southern Utah,17,61,231,9,1,6,1,1
10/27/2001,Tulane,35,46,135,39,25,384,1,3,Army,42,52,278,31,18,228,1,1
10/27/2001,Tulsa,27,33,171,42,26,196,3,1,San Jose State,63,41,464,34,22,282,1,1
10/27/2001,U.C.L.A.,28,25,57,44,20,326,2,2,Stanford,38,50,213,29,20,250,3,3
10/27/2001,UL-Lafayette,17,34,51,33,20,226,0,1,UL-Monroe,12,45,130,28,13,112,1,1
10/27/2001,UL-Monroe,12,45,130,28,13,112,1,1,UL-Lafayette,17,34,51,33,20,226,0,1
10/27/2001,Utah,17,37,228,41,18,214,1,1,Colorado State,19,44,123,24,11,201,0,0
10/27/2001,Utah State,30,31,117,34,21,264,1,2,Central Florida,27,33,109,49,23,284,1,2
10/27/2001,Vanderbilt,42,40,338,19,9,175,0,2,Duke,28,57,238,37,20,299,4,1
10/27/2001,Virginia,0,30,66,29,15,149,0,1,No Carolina State,24,45,196,30,21,217,1,1
10/27/2001,Virginia Tech,14,34,90,32,15,162,0,2,Syracuse,22,53,168,17,6,52,0,0
10/27/2001,Wake Forest,14,60,193,16,8,151,2,1,Clemson,21,41,177,27,16,211,0,1
10/27/2001,Washington,33,41,188,36,19,252,1,0,Arizona State,31,37,121,29,17,320,1,1
10/27/2001,Washington State,17,29,82,41,18,312,0,0,Oregon,24,48,446,26,14,119,0,1
10/27/2001,Western Michigan,11,34,93,32,9,75,2,0,Miami-Ohio,25,42,154,29,18,215,2,1
10/27/2001,Wisconsin,28,46,151,37,20,368,3,0,Michigan State,42,39,237,20,13,326,2,0
10/27/2001,Wyoming,26,38,72,60,33,382,1,2,Nevada-Las Vegas,47,53,439,17,8,129,2,1
10/30/2001,East Carolina,37,28,130,30,15,221,0,3,Texas Christian,30,37,27,60,31,380,1,0
10/30/2001,Texas Christian,30,37,27,60,31,380,1,0,East Carolina,37,28,130,30,15,221,0,3
11/01/2001,Brigham Young,56,45,410,27,21,284,1,1,Colorado State,34,58,440,26,12,158,3,1
11/01/2001,Colorado State,34,58,440,26,12,158,3,1,Brigham Young,56,45,410,27,21,284,1,1
11/01/2001,Georgia Tech,28,52,237,27,18,187,1,0,North Carolina,21,17,13,37,22,286,1,0
11/01/2001,North Carolina,21,17,13,37,22,286,1,0,Georgia Tech,28,52,237,27,18,187,1,0
11/03/2001,Air Force,34,47,150,17,10,132,0,1,Army,24,45,180,43,26,256,2,2
11/03/2001,Akron,17,43,167,23,11,174,1,1,Central Florida,57,33,132,28,18,405,0,0
11/03/2001,Alabama,21,39,174,28,15,209,1,0,Louisiana State,35,30,83,44,35,528,1,2
11/03/2001,Arizona,38,39,137,34,19,337,1,3,California,24,46,115,39,14,239,1,1
11/03/2001,Arizona State,24,40,154,37,14,181,1,0,Oregon,42,39,155,32,19,319,0,1
11/03/2001,Arkansas,58,80,370,26,12,161,1,1,Mississippi,56,50,145,42,27,312,0,1
11/03/2001,Arkansas State,6,37,102,23,11,72,1,1,Mid Tennessee St,54,50,301,19,11,131,0,0
11/03/2001,Army,24,45,180,43,26,256,2,2,Air Force,34,47,150,17,10,132,0,1
11/03/2001,Ball State,38,43,189,27,13,303,1,2,Central Michigan,34,47,254,51,22,279,2,0
11/03/2001,Baylor,10,36,8,44,24,187,1,1,Texas,49,42,130,32,17,276,1,0
11/03/2001,Boise State,42,39,155,49,30,351,2,2,Louisiana Tech,48,26,52,48,30,464,0,1
11/03/2001,Bowling Green,21,39,127,30,14,185,1,0,Miami-Ohio,24,38,109,25,15,305,1,0
11/03/2001,Buffalo,44,45,242,38,25,296,0,1,Ohio,0,43,159,13,4,2,1,2
11/03/2001,California,24,46,115,39,14,239,1,1,Arizona,38,39,137,34,19,337,1,3
11/03/2001,Central Florida,57,33,132,28,18,405,0,0,Akron,17,43,167,23,11,177,1,1
11/03/2001,Central Michigan,34,47,254,51,22,279,2,0,Ball State,38,43,189,27,13,303,1,2
11/03/2001,Cincinnati,45,52,243,27,13,245,1,2,Connecticut,28,25,28,51,27,382,3,2
11/03/2001,Clemson,27,45,186,41,22,280,1,0,Florida State,41,35,188,30,19,369,2,0
11/03/2001,Colorado,38,48,242,22,17,257,1,2,Missouri,24,35,157,37,19,199,0,1
11/03/2001,Connecticut,28,25,28,51,27,382,3,2,Cincinnati,45,52,243,27,13,245,1,2
11/03/2001,Duke,31,44,117,54,31,400,1,2,No Carolina State,55,25,193,23,14,189,0,1
11/03/2001,Eastern Michigan,17,33,58,38,21,225,3,0,Northern Illinois,40,38,133,28,15,205,0,0
11/03/2001,Florida,71,37,168,40,25,403,1,2,Vanderbilt,13,38,63,30,15,209,2,3
11/03/2001,Florida State,41,35,188,30,19,369,2,0,Clemson,27,45,186,41,22,277,1,0
11/03/2001,Fresno State,52,36,172,32,20,334,0,1,Rice,24,56,188,19,7,134,1,2
11/03/2001,Hawaii,34,20,85,38,19,318,1,3,San Jose State,10,40,124,47,24,251,3,0
11/03/2001,Houston,6,45,161,37,16,151,0,2,South Florida,45,29,144,39,25,301,1,1
11/03/2001,Idaho,42,31,91,38,31,385,1,2,UL-Monroe,38,24,23,53,29,287,0,0
11/03/2001,Illinois,38,39,121,34,15,299,4,2,Purdue,13,37,62,39,20,178,2,2
11/03/2001,Indiana,56,59,316,23,13,246,1,0,Northwestern,21,43,204,57,34,309,2,2
11/03/2001,Iowa,28,26,173,34,16,213,1,2,Wisconsin,34,56,172,21,14,262,0,0
11/03/2001,Iowa State,3,24,23,29,15,151,3,1,Kansas State,42,75,343,13,5,88,0,0
11/03/2001,Kansas,7,42,124,17,8,79,2,1,Nebraska,51,51,284,25,14,164,0,0
11/03/2001,Kansas State,42,75,343,13,5,88,0,0,Iowa State,3,24,23,29,15,151,3,1
11/03/2001,Kent State,21,42,266,31,17,182,0,2,Marshall,42,44,264,35,25,341,2,0
11/03/2001,Kentucky,14,17,2,46,26,320,2,0,Mississippi State,17,45,221,32,17,207,1,0
11/03/2001,Louisiana State,35,30,83,44,35,528,1,2,Alabama,21,39,174,28,15,209,1,0
11/03/2001,Louisiana Tech,48,26,52,48,30,464,0,1,Boise State,42,39,155,49,30,351,2,2
11/03/2001,Louisville,52,42,328,32,20,245,0,1,Tulane,7,26,19,37,20,220,2,0
11/03/2001,Marshall,42,44,264,35,25,341,2,0,Kent State,21,42,266,31,17,182,0,2
11/03/2001,Maryland,47,55,277,29,17,232,0,0,Troy State,14,26,-1,36,19,272,1,1
11/03/2001,Miami-Florida,38,38,212,26,16,175,0,1,Temple,0,45,118,14,6,34,1,2
11/03/2001,Miami-Ohio,24,38,109,25,15,305,1,0,Bowling Green,21,39,127,30,14,185,1,0
11/03/2001,Michigan,24,30,121,27,14,195,2,0,Michigan State,26,53,169,37,15,183,0,1
11/03/2001,Michigan State,26,53,169,37,15,183,0,1,Michigan,24,30,121,27,14,195,2,0
11/03/2001,Mid Tennessee St,54,50,301,19,11,131,0,0,Arkansas State,6,37,102,23,11,72,1,1
11/03/2001,Minnesota,28,45,246,23,11,120,1,0,Ohio State,31,47,265,17,12,203,0,1
11/03/2001,Mississippi,56,50,145,42,27,312,0,1,Arkansas,58,80,370,26,12,161,1,1
11/03/2001,Mississippi State,17,45,221,32,17,207,1,0,Kentucky,14,17,2,46,26,320,2,0
11/03/2001,Missouri,24,35,157,37,19,199,0,1,Colorado,38,48,242,22,17,257,1,2
11/03/2001,Nebraska,51,51,284,25,14,164,0,0,Kansas,7,42,124,17,8,79,2,1
11/03/2001,Nevada-Las Vegas,14,26,38,21,8,118,1,1,Utah,42,55,212,21,13,180,2,0
11/03/2001,Nevada-Reno,35,37,178,22,8,156,1,0,Southern Methodist,14,45,186,37,19,149,2,2
11/03/2001,New Mexico,20,40,34,33,12,231,1,0,San Diego State,15,35,64,36,13,163,0,1
11/03/2001,New Mexico State,20,36,170,29,16,214,3,2,North Texas,22,47,195,27,13,189,2,1
11/03/2001,No Carolina State,55,25,193,23,14,189,0,1,Duke,31,44,117,54,31,400,1,2
11/03/2001,North Texas,22,47,195,27,13,189,2,1,New Mexico State,20,36,170,29,16,214,3,2
11/03/2001,Northern Illinois,40,38,133,28,15,205,0,0,Eastern Michigan,17,33,58,38,21,225,3,0
11/03/2001,Northwestern,21,43,204,57,34,309,2,2,Indiana,56,59,316,23,13,246,1,0
11/03/2001,Notre Dame,18,45,122,24,13,146,1,2,Tennessee,28,34,78,29,17,228,1,1
11/03/2001,Ohio,0,43,159,13,4,2,1,2,Buffalo,44,45,242,38,25,283,0,1
11/03/2001,Ohio State,31,47,265,17,12,203,0,1,Minnesota,28,45,246,23,11,120,1,0
11/03/2001,Oklahoma,58,25,175,53,39,366,0,1,Tulsa,0,34,48,32,14,90,2,0
11/03/2001,Oregon,42,39,155,32,19,319,0,1,Arizona State,24,40,154,37,14,181,1,0
11/03/2001,Oregon State,13,42,181,33,20,203,1,1,Southern Cal,16,36,33,28,21,171,1,0
11/03/2001,Penn State,38,37,145,39,25,298,0,0,Southern Miss,20,36,151,47,26,252,1,0
11/03/2001,Pittsburgh,38,44,148,28,16,245,1,0,Virginia Tech,7,25,15,36,17,136,2,2
11/03/2001,Purdue,13,37,62,39,20,178,2,2,Illinois,38,39,121,34,15,299,4,2
11/03/2001,Rice,24,56,188,19,7,134,1,2,Fresno State,52,36,172,32,20,334,0,1
11/03/2001,Rutgers,7,57,150,15,4,27,4,4,West Virginia,80,48,446,15,11,181,0,0
11/03/2001,San Diego State,15,35,64,36,13,163,0,1,New Mexico,20,40,34,33,12,231,1,0
11/03/2001,San Jose State,10,40,124,47,24,251,3,0,Hawaii,34,20,85,38,19,318,1,3
11/03/2001,South Carolina,38,40,247,30,20,209,1,1,Wofford,14,54,207,14,8,80,1,1
11/03/2001,South Florida,45,29,144,39,25,301,1,1,Houston,6,45,161,37,16,151,0,2
11/03/2001,Southern Cal,16,36,33,28,21,171,1,0,Oregon State,13,42,181,33,20,203,1,1
11/03/2001,Southern Methodist,14,45,186,37,19,149,2,2,Nevada-Reno,35,37,178,22,8,156,1,0
11/03/2001,Southern Miss,20,36,151,47,26,252,1,0,Penn State,38,37,145,39,25,298,0,0
11/03/2001,Stanford,28,37,180,34,19,231,1,0,Washington,42,39,130,28,15,291,0,2
11/03/2001,Temple,0,45,118,14,6,34,1,2,Miami-Florida,38,38,212,26,16,175,0,1
11/03/2001,Tennessee,28,34,78,29,17,228,1,1,Notre Dame,18,45,122,24,13,146,1,2
11/03/2001,Texas,49,42,130,32,17,276,1,0,Baylor,10,36,8,44,24,187,1,1
11/03/2001,Texas A & M,0,38,166,31,22,206,1,1,Texas Tech,12,34,44,47,39,311,0,0
11/03/2001,Texas Tech,12,34,44,47,39,311,0,0,Texas A & M,0,38,166,31,22,206,1,1
11/03/2001,Troy State,14,26,-1,36,19,272,1,1,Maryland,47,55,277,29,17,232,0,0
11/03/2001,Tulane,7,26,19,37,20,220,2,0,Louisville,52,42,328,32,20,245,0,1
11/03/2001,Tulsa,0,34,48,32,14,90,2,0,Oklahoma,58,25,175,53,39,366,0,1
11/03/2001,U.C.L.A.,14,33,85,27,10,140,5,2,Washington State,20,40,86,37,17,190,3,0
11/03/2001,UL-Monroe,38,24,23,53,29,287,0,0,Idaho,42,31,91,38,31,385,1,2
11/03/2001,Utah,42,55,212,21,13,180,2,0,Nevada-Las Vegas,14,26,38,21,8,118,1,1
11/03/2001,Vanderbilt,13,38,63,30,15,209,2,3,Florida,71,37,168,40,25,403,1,2
11/03/2001,Virginia,30,33,152,46,28,287,1,0,Wake Forest,34,51,248,19,12,233,2,1
11/03/2001,Virginia Tech,7,25,15,36,17,136,2,2,Pittsburgh,38,44,148,28,16,245,1,0
11/03/2001,Wake Forest,34,51,248,19,12,233,2,1,Virginia,30,33,152,46,28,287,1,0
11/03/2001,Washington,42,39,130,28,15,291,0,2,Stanford,28,37,180,34,19,231,1,0
11/03/2001,Washington State,20,40,86,37,17,190,3,0,U.C.L.A.,14,33,85,27,10,140,5,2
11/03/2001,West Virginia,80,48,446,15,11,181,0,0,Rutgers,7,57,150,15,4,27,4,4
11/03/2001,Wisconsin,34,56,172,21,14,262,0,0,Iowa,28,26,173,34,16,213,1,2
11/06/2001,Toledo,41,47,273,25,17,217,0,1,Western Michigan,35,33,89,35,24,291,0,3
11/06/2001,Western Michigan,35,33,89,35,24,291,0,3,Toledo,41,47,273,25,17,217,0,1
11/08/2001,Air Force,21,69,359,22,13,122,0,0,Colorado State,28,35,184,8,6,116,1,1
